id,mass,height,waist,foot,sittingHeight,upperLegLength,kneeHeight,forearmLength,age,gender,handedness,birthOrder
30051,68.6,174.3,74.1,26.5,903,580,558,476,16.928,M,both,4
30052,64.9,181.6,72.4,26.6,943,580,569,478,17.03,M,right,1
30053,67.4,171.8,72.6,25.9,943,565,523,469,17.72,M,right,1
30054,63.2,166.9,72.9,25.6,871,563,515,455,17.098,M,right,3
30055,79.7,182.9,77.4,27.6,928,619,589,507,16.084,M,right,2
30056,63.8,178.4,68.5,26.3,910,598,564,477,16.301,M,right,3
30057,80.9,180.9,82.7,26.1,953,605,574,500,17.378,M,right,5
30058,63.5,169.7,77.2,26.5,851,601,538,472,16.747,M,right,3
30059,62.2,174.4,72.2,25.3,915,587,533,475,16.783,M,right,2
30060,67.6,173.8,68.5,27.4,929,564,544,471,16.468,M,right,4
30061,61.3,171.2,70.2,25.8,902,563,537,459,16.83,M,right,1
30062,69.7,177,77.5,26.2,907,592,558,486,17.671,M,right,2
30063,77.2,189.6,75.2,30,928,656,620,541,17.139,M,right,1
30064,73.9,184.8,76.3,28,962,603,586,506,16.435,M,right,2
30065,71.3,179,80.7,26.8,898,627,564,483,17.197,M,right,2
30066,76.7,179.5,84.1,27.1,938,609,555,503,17.63,M,left,2
30067,78,175.5,82,27.8,903,606,561,487,17.986,M,right,2
30068,54.1,171.9,65.7,26.1,929,560,527,448,17.98,M,left,1
30069,81.8,186.8,78.4,26.9,960,613,598,500,18.071,M,right,4
30070,81.7,179,82,28.3,922,601,579,493,18.123,M,right,4
30071,77.4,180,77.2,28.1,895,608,561,499,18.038,M,right,3
30072,79.9,172.5,86.5,24.5,924,608,532,458,17.504,M,right,3
30073,61.8,166.7,74.3,25.8,857,549,513,468,17.95,M,right,5
30074,52.3,156.8,70.6,23.7,845,527,484,416,15.542,F,right,6
30075,52.8,162.1,69.6,24.5,848,532,503,440,17.019,F,right,4
30076,65.6,172.9,76,24.4,911,594,528,449,16.934,F,right,3
30077,61.9,166.5,69.3,22.9,885,544,508,442,17.761,F,right,2
30078,43.3,151.3,63.1,22.3,789,513,473,397,17.649,F,right,3
30079,60.8,159.1,76.1,22.8,838,552,484,393,16.213,F,right,1
31001,52.2,165.3,68.5,,886,553,510,441,18.336,F,right,1
31002,48.1,159.1,66.4,23,831,523,500,440,17.317,F,right,1
31003,55.4,171.9,70.2,23.9,899,592,531,454,15.791,F,right,2
31004,50.8,158.3,64.6,23.4,799,578,498,430,15.38,F,right,1
31005,71.7,164,81.5,24.2,878,571,505,444,17.98,F,right,2
31006,60.1,164.4,72.1,23.3,863,538,490,426,17.208,F,right,3
31007,56.1,154,77.7,22.7,796,536,484,396,16.101,F,right,1
31008,60,173.2,77.7,24.6,885,592,540,455,18.013,F,right,4
31009,52.5,163.9,63.4,23.6,883,548,499,424,17.353,F,right,2
31010,57.6,157.7,76.7,22.5,858,528,477,406,16.602,F,left,5
31011,56.5,169.1,69.2,23.2,899,572,505,426,16.126,F,right,3
31012,59.8,160.2,77.2,24.1,863,535,475,427,15.808,F,both,2
31013,44.9,158.3,63.5,22.7,822,542,483,429,15.449,F,right,8
31014,72.4,172.9,78.1,26.7,917,,549,459,16.493,F,right,3
31015,54.1,178.9,66.9,24.9,937,605,531,461,15.476,F,left,2
31016,51.4,163.5,68.9,23.8,861,541,503,439,17.756,F,right,2
31017,56.1,161.7,71.6,23.3,871,540,482,421,15.898,F,right,1
31018,53.3,158.8,68.5,26.1,812,574,493,446,17.063,F,right,1
31019,49.4,153.7,69.9,22.1,833,513,454,391,16.852,F,right,3
31020,42.3,158.5,64.3,23.9,820,521,478,436,15.641,F,right,1
31021,64.4,172.8,70.6,26.6,876,596,567,490,16.101,M,left,10
31022,61.6,177,67.4,24.6,936,571,559,492,15.827,M,right,1
31023,85,180.8,85.4,26.9,944,622,574,487,16.068,M,right,1
31024,76.7,185.4,75.7,27.5,930,631,600,500,15.81,M,right,1
31025,71.4,185.6,71.8,27.5,980,606,590,501,15.769,M,both,2
31026,65.5,177.4,68.5,27.6,954,577,566,484,15.783,M,right,1
31027,74.2,176.2,81,26.2,929,573,562,467,16.808,M,right,7
31028,80.1,183,77.3,27.6,947,617,570,491,15.684,M,right,3
31029,56.2,179.1,64.2,25.5,909,595,559,469,17.452,M,left,4
31030,71.2,182,72.8,26.6,971,590,561,466,16.082,M,right,4
31031,63.1,173.3,70.4,25.2,880,584,561,469,15.578,M,right,1
31032,64.1,173.1,71.6,25.4,913,580,527,461,16.432,M,right,4
31033,58.1,167.4,66.8,24.9,875,572,532,455,16.093,M,right,1
31034,56.8,165.4,66.7,25.4,851,560,537,448,15.594,M,right,1
31035,79.1,183.8,79.2,26.4,954,609,586,508,15.704,M,both,3
31036,75.1,165,83,23.7,917,554,503,430,16.509,M,right,1
31037,57,170,70.5,25.8,861,579,550,469,16.068,M,right,1
31038,62.3,174.1,74.5,26,886,578,564,487,15.473,M,right,7
31039,62.4,170.6,78.3,25.4,881,572,549,470,13.909,M,right,1
31040,45.5,155.3,66.5,24.2,788,537,505,419,14.589,M,right,3
31041,40.2,148.7,61.6,23.4,743,529,480,391,14.736,M,left,6
31042,47.2,154.2,66.4,24.6,796,541,502,416,13.399,M,right,1
31043,42.3,148,70.2,23.3,765,497,467,397,13.06,M,right,3
31044,55.2,166.8,68.6,24.4,872,546,524,446,14.706,M,right,2
31045,35.9,145.3,61.6,22.9,725,501,473,373,12.394,M,right,5
31046,70,181.9,76.1,28.2,926,618,576,506,16.796,M,,
31047,55.8,159.2,74.2,22.4,847,543,469,418,17.084,F,both,3
31048,48.9,159.7,67.9,21.9,849,543,463,401,16.961,F,right,5
31049,63.5,162.9,76.5,24,878,569,488,420,16.326,F,right,3
31050,48.3,156.8,67.4,22.4,834,519,466,413,16.945,F,right,1
31051,74.6,165.2,91.5,24.8,891,574,497,430,16.953,F,right,1
31052,55.7,160.3,72,23.2,819,571,491,443,13.282,F,right,1
31053,32.6,144.4,54.7,22.8,737,458,467,372,12.052,M,right,2
31054,31.1,138.8,57.3,20.4,727,461,442,372,12.32,M,right,3
31055,45.1,147.2,65.7,23.7,773,497,471,402,12,M,,
31056,34.2,139,59.3,21.5,732,454,456,385,11.863,M,right,
31057,41.7,144.5,69.6,23.1,730,504,478,401,11.487,M,right,4
31058,39.1,138.7,66,22,738,460,450,381,12.723,M,right,2
31059,26.8,139.6,50.6,21.3,707,455,443,369,10.841,M,left,2
31060,31.3,140.5,58.4,20.1,734,465,448,362,11.835,M,right,2
31061,38.1,141.4,69.1,21.6,734,481,454,372,12.126,M,,
31062,25.6,127.8,55.3,19.6,685,411,413,338,10.082,M,right,2
31063,47,139.9,75.6,22.3,774,473,434,377,9.093,M,right,1
31064,41.6,137.8,73.5,21.7,730,475,448,371,11.597,M,right,3
31065,39.5,146.7,63.7,23.2,763,475,463,385,9.857,M,right,1
31066,30,139.4,57,21.4,717,455,460,376,9.66,M,right,11
31067,27,134.9,54.5,20.6,681,439,433,363,10.082,M,right,3
31068,26.1,126.5,52.6,20.3,688,400,384,331,9.917,M,right,4
31069,28.8,146.4,54.4,21.5,733,504,470,378,10.945,F,right,3
31070,29.8,142.5,60.4,21.4,739,468,451,371,12.136,F,right,2
31071,31.1,142.6,57.7,21.4,719,479,443,375,10.191,F,right,1
31072,31.1,137.9,60.5,22.6,720,456,434,363,10.632,F,right,2
31073,42.9,156.4,66,23.6,814,531,497,424,13.161,F,left,5
31074,32.2,132.3,60.9,20.5,720,425,424,348,9.312,F,right,4
31075,24.6,127.6,54.6,19.7,695,415,387,321,9.654,F,right,4
31076,24,124.6,56.2,19.8,681,402,389,348,9.46,F,right,4
31077,42.3,144.5,71,22.7,757,498,463,384,10.008,F,right,1
31078,26.6,135.6,55.8,20.2,714,446,427,350,9.487,F,right,4
31079,40.7,137.3,73.5,22.2,757,454,423,358,9.523,F,right,1
32001,55.6,155.9,72.5,23,845,537,477,410,14.504,F,right,1
32002,41.7,161.1,67.4,23,824,550,472,421,14.824,F,left,1
32003,47.7,159.2,66.5,21.8,842,527,508,407,15.131,F,right,1
32004,46.5,151.2,74,23.9,769,522,467,402,13.353,M,right,3
32005,37.3,153.3,60.4,24.2,763,517,499,414,13.986,M,right,3
32006,30.2,137.8,60,20.6,725,455,431,361,9.419,M,right,1
32007,54.3,143.3,82.1,23.8,756,478,468,388,9.75,M,left,1
32008,27.7,131.2,51.4,19.8,670,410,427,340,8.989,M,both,2
32009,27.8,126.4,60.1,19.8,680,424,401,330,9.756,M,right,2
32010,46.1,152.1,76.2,23.5,797,497,498,405,13.224,M,right,6
32011,57.5,171.8,73.4,27.3,881,589,582,459,13.786,M,right,5
32012,36.3,143.1,62.5,22.7,763,460,450,374,10.81,M,right,4
32013,53.3,162.8,69.7,26,862,545,528,442,11.764,M,right,2
32014,35.2,150.6,59.4,23.7,745,502,489,400,11.841,M,both,2
32015,35,141.4,60.8,21.3,736,474,475,369,12.482,M,right,2
32016,40.6,157.7,64.1,24.1,818,510,507,406,12.394,M,right,2
32017,48.7,157.8,73.8,24.2,814,535,509,425,12.378,M,right,3
32018,34.5,143.6,61,23.4,734,463,465,382,12.282,M,right,1
32019,44.9,148.5,74.7,23.7,763,498,483,372,10.561,M,right,3
32020,26.2,136.7,53.9,19.9,702,461,435,354,10.191,M,right,2
32021,27.5,130.1,56.2,20,717,395,398,328,8.21,M,right,3
32022,,142.3,59.7,21.8,729,441,456,382,8.824,M,right,1
32023,22.4,124.1,53.7,19.1,660,362,379,324,7.841,M,right,5
32024,38.3,146.3,69.5,22.2,756,498,463,380,11.569,M,right,1
32025,32.4,144.2,58.4,22.6,757,459,467,387,11.561,M,right,2
32026,33.2,149.8,61.4,22.7,772,475,477,380,11.273,M,right,3
32027,37.9,150.6,62.2,24,787,497,478,398,11.435,M,right,1
32028,46.2,154.1,67.8,25.4,790,512,507,414,12.602,M,right,1
32029,38.2,151.5,62,24.5,759,496,503,435,12.115,M,right,1
32030,44.6,159,69.2,24.4,805,534,496,415,12.419,M,left,1
32031,66.3,178.7,74.1,26.9,928,572,570,484,17.364,M,right,2
32032,72.4,177.8,81.8,25.7,907,583,551,468,16.917,M,left,2
32033,40.8,131.6,81.1,19.8,712,440,423,323,9.876,M,left,3
32034,57.7,165.4,71.3,23.8,894,565,504,442,14.726,F,right,4
32035,30.2,133.6,57.7,21.4,708,445,418,357,11.101,F,both,2
32036,32.4,136.6,59.9,21.2,696,472,437,368,10.887,F,both,4
32037,28.1,141,57.2,20.8,731,456,431,349,11.528,F,right,1
32038,25.9,128.3,57,20.1,691,421,401,331,8.843,F,right,2
32039,32.2,137.4,64.4,21.8,692,485,442,377,11.945,F,left,1
32040,38.5,141.4,64,22.8,750,469,428,375,10.367,F,right,2
32041,36.3,145.1,62.1,23.2,765,481,475,390,10.304,F,right,1
32042,31.2,138.1,58.8,21,733,459,444,362,11.528,F,right,1
32043,35.2,145.9,59.4,23.3,746,479,452,398,11.969,F,right,1
32044,41,158.9,61.5,23.4,815,532,509,436,12.441,F,right,1
32045,29.4,130.5,57.8,21,710,423,404,331,9.145,F,right,1
32046,39,147.2,69.7,22.8,728,512,470,398,9.947,F,right,1
32047,31.8,143.5,59.9,22.9,750,486,446,367,11.213,F,both,2
32048,33.2,136.1,58,21,712,449,437,327,11.375,F,right,1
32049,55.8,156.8,72.5,22.8,851,526,463,405,13.257,F,right,2
32050,48.3,146.8,73.2,23.2,768,494,459,390,12.742,F,right,3
32051,46.9,153.9,66.4,24.2,793,537,499,414,12.561,F,right,3
32052,56.9,160.7,76,23.7,846,552,488,430,13.284,F,left,
32053,26.7,133.7,51.8,20.5,706,439,423,347,9.273,F,right,6
32054,39.2,152.8,64.4,22.6,805,508,470,388,11.479,F,left,1
32055,66.9,169.6,80.2,25,893,598,519,448,12.942,F,right,1
32056,30.5,133.5,57.6,21.6,747,415,406,347,11.408,F,right,1
32057,29.5,139,57.5,21.8,724,474,430,386,10.254,F,right,2
32058,38.3,145.9,66.7,23.5,759,477,460,400,10.616,F,right,2
32059,57.6,155.4,79.9,24.5,786,542,485,426,12.016,F,right,2
32060,51.2,143.9,85.2,21.5,730,519,460,390,11.695,F,right,2
32061,45.9,155.3,65.8,24.4,813,525,484,407,12.002,F,right,1
32062,30.4,136.1,60.2,21.2,710,462,447,361,12.597,F,right,3
32063,36.1,145.6,60.9,22.5,771,476,445,387,12.589,F,right,3
32064,32.5,131.2,63,21.1,686,430,419,349,9.452,F,right,3
32065,31.9,138.8,65.3,22.4,726,457,444,386,9.468,F,right,4
32066,24.9,130.2,52.5,21.2,657,428,405,347,10.208,F,right,2
33001,42,152.4,64,22.1,814,508,454,392,16.876,F,right,1
33002,52,156.5,69.9,22.1,803,546,474,405,16.243,F,right,3
33003,49.7,161.3,67.3,23.3,887,530,479,408,16.068,F,right,4
33004,53.9,166.3,65.8,24.4,870,571,526,426,17,F,right,3
33005,56.6,172.6,69.8,25,893,575,513,445,16.186,F,right,1
33006,50.8,158.3,62.7,23,844,531,488,422,16.186,F,both,1
33007,47.6,157.9,66.1,21.8,820,522,479,407,16.72,F,right,1
33008,55.3,169.1,65.8,24,899,572,519,429,16.736,F,right,3
33009,56.1,165.1,73,23.7,853,567,509,438,16.953,F,right,1
33010,56.9,172.1,68.3,24.8,898,570,536,443,18.005,M,left,3
33011,58.3,179.1,67.1,27.5,927,601,560,482,15.161,M,right,1
33012,60.7,166.3,73.8,27.1,810,571,555,475,14.92,M,right,6
33013,62,176,71.5,26,928,583,562,465,14.989,M,left,2
33014,39.2,154.6,60.2,23.5,789,518,492,431,14.35,M,left,7
33015,75.7,182.8,81.9,27.4,929,608,584,498,17.553,M,right,1
33016,69.7,169.6,79.3,25.9,873,589,547,471,17.958,M,left,3
33017,60.3,175.7,69.3,28.1,913,566,563,488,16.758,M,right,5
33018,53.4,161.3,69.9,24.7,818,551,524,423,14.742,M,left,3
33019,69.1,172.7,77.1,27.6,903,581,551,478,14.81,M,both,3
33020,66.6,177.1,72.4,26.9,920,599,549,471,16.465,M,right,4
33021,71.2,188,76.2,27.3,936,625,606,501,18.095,M,right,3
33022,52.3,149.2,87.3,23.3,749,502,485,420,14.473,F,right,1
33023,44.8,159.6,69,26,820,531,518,435,12.635,M,right,2
33024,38.7,151.9,59.3,24.6,770,503,501,407,12.668,M,right,2
33025,45.1,159.5,63.5,24.1,842,509,490,410,12.649,M,left,3
33026,38,153.3,59.7,23.6,775,507,500,415,11.049,M,right,6
33027,31.5,138.2,60.4,21.3,724,459,437,360,10.52,M,right,2
33028,26.3,132.2,50.7,19.1,699,421,422,345,10.961,M,right,1
33029,35.1,146.8,62,23.4,751,481,482,406,11.832,M,right,1
33030,30.3,139.1,57.7,21.8,740,455,447,377,9.904,M,left,1
33031,46.8,134.7,68.2,20,728,448,433,357,10.383,M,right,3
33032,33.6,137.9,60.3,21.8,733,447,440,366,9.389,M,right,2
33033,33.4,132.9,64.4,20.1,721,443,410,364,9.539,M,right,2
33034,45.4,147.1,72.2,23.6,775,483,478,406,9.183,M,right,1
33035,28.5,131.6,51.8,21.1,714,422,411,359,8.399,M,right,3
33036,39.5,142.2,63.5,21.4,740,470,461,392,11.367,M,right,1
33037,40.8,154.7,61.2,24.4,799,509,487,408,11.75,F,right,4
33038,36.3,142.6,58.1,20.5,746,479,455,365,11.301,F,right,3
33039,36.4,148.4,61.9,22.5,780,466,459,390,11.501,F,right,3
33040,34.5,150.6,60,23.5,768,504,494,399,10.843,F,right,3
33041,33.4,148.5,57.1,22.5,764,482,472,384,10.619,F,right,4
33042,51.4,169,66.4,24.9,868,557,540,440,11.838,F,right,3
33043,31.6,132.9,58.4,20.9,702,435,426,357,10.526,F,right,1
33044,36.5,141.1,62,22.3,741,474,454,370,10.605,F,right,2
33045,28.6,128.3,58.1,20.4,706,408,406,345,8.449,F,right,2
33046,32.6,135.5,60,20.4,720,448,433,355,8.723,F,right,3
33047,27,130.5,57,19.9,696,418,404,331,8.624,F,right,3
33048,26,124.1,56.5,19.3,684,400,379,308,8.605,F,right,1
33049,26.9,128.4,56.6,20,662,418,422,341,8.509,F,right,1
33050,26.1,130.6,55.2,20.1,703,428,411,349,9.509,F,left,1
33051,40.4,134.4,72.6,22.4,715,464,437,358,8.682,F,right,1
33052,31.2,131,63.1,20.5,682,436,419,343,8.789,F,right,1
33053,27.7,128.4,55.6,20.2,676,432,416,331,8.405,F,right,3
33054,29.5,143.2,53.4,22.6,740,468,447,378,9.265,F,right,2
33055,60,150.3,89.7,24.6,766,516,487,416,9.169,F,right,2
33056,18.6,109.6,51.1,18,585,325,337,301,5.356,F,both,1
33057,17.7,107.5,50.8,16.7,603,339,339,282,5.356,F,right,1
33058,23.2,121,53.6,18.3,653,388,366,306,7.227,F,right,2
33059,20.7,122.3,50.1,18.9,667,387,390,326,7.334,F,right,1
33060,20.3,120.4,50.4,17.8,650,376,373,308,7.443,F,right,2
33061,25.9,131.3,54.5,20.3,716,417,392,333,7.558,F,right,2
33062,19.4,116.4,51.5,17.1,613,379,358,307,7.345,F,right,1
33063,24.2,123.9,53.9,19.4,680,386,382,331,6.054,F,right,2
33064,17.2,113.1,48,17.3,632,341,347,281,5.553,F,right,1
33065,22.6,115.4,57,17.7,634,373,361,304,5.778,F,right,3
33066,21.8,118.9,50.9,18.6,651,368,365,313,6.106,F,right,1
33067,22.2,119.8,51.9,17.7,658,374,358,302,6.665,F,right,1
33068,21.3,117.8,53.6,18,622,376,358,301,6.569,F,right,2
33069,27,125.9,53.2,19.9,681,404,408,342,7.671,M,right,2
33070,28.7,127.8,57.1,19.9,699,397,397,334,7.43,M,right,2
33071,22,112.6,52.7,17.4,618,363,352,295,7.471,M,right,1
33072,18.3,105.4,50.2,15.3,602,317,331,269,5.802,M,right,6
33073,19.4,112.1,50.3,17.8,623,346,335,299,5.123,M,right,3
33074,20.7,116.9,44.3,16.8,654,355,341,303,6.534,M,left,3
33075,25.4,129,52,20,715,403,404,339,6.928,M,right,1
34001,56.3,154.3,90.3,24.5,768,537,536,420,12.205,M,right,4
34002,28.7,131,57.5,20.4,703,426,406,348,8.402,M,right,1
34003,30.4,134.6,56.9,22.8,714,434,427,368,8.649,M,left,5
34004,19.6,109.8,47.9,17.2,637,320,,276,5.852,M,left,1
34005,20.1,112.5,52.4,17.3,617,354,349,296,6,M,right,3
34006,24.3,127.9,51.6,18.7,673,409,410,338,8.887,M,right,2
34007,28.1,125.7,54.2,20.7,661,408,410,328,8.194,M,right,3
34008,67.2,180.7,69.8,25.7,955,588,552,461,15.265,M,right,2
34009,35.9,140.4,62.3,22.2,739,460,442,372,13.298,M,right,3
34010,75.4,186.7,71.3,27.7,989,611,590,487,14.945,M,both,2
34011,52.2,162.6,68.6,25.7,811,560,525,437,13.846,M,right,2
34012,44.7,151.5,69.7,23.4,751,532,500,406,12.715,M,right,1
34013,43.1,144.2,68.3,23,755,476,461,382,12.657,M,right,3
34014,42.9,155.6,64,24,786,537,503,433,13.112,M,right,6
34015,57.9,159.8,74.3,24.5,826,544,525,416,12.221,M,right,4
34016,49.6,162.7,67.6,26.5,816,539,527,446,13.767,M,right,2
34017,55.4,165.8,67.1,25.5,879,562,515,430,12.665,F,right,2
34018,34.1,149.3,58.7,22.3,770,477,465,376,12.219,F,right,3
34019,52.5,154.8,69.8,23.1,801,558,479,434,15.09,F,right,2
34020,40,153.9,62.6,22,775,521,477,406,14.915,F,left,2
34021,68,161.9,74.3,25,840,561,521,456,14.736,F,right,4
34022,38.1,159.4,58.3,23.2,837,507,500,411,14.399,F,right,1
34023,47.6,159.7,64,22.6,856,529,478,419,14.638,F,right,1
34024,51.9,161.1,64.9,23.2,843,540,498,414,14.539,F,right,4
34025,41.8,155.1,65.8,24,807,522,489,426,15.416,M,right,1
34026,46.8,157.5,67.1,25.8,810,536,515,424,14.731,M,right,1
34027,60.2,168.2,76,26.5,861,583,557,475,13.991,M,right,3
34028,73.8,179.8,77.5,28.8,909,608,569,498,12.745,M,both,4
34029,41.3,155,62.4,23.9,786,523,507,451,12.827,M,right,4
34030,47,155.6,66.9,23.7,802,510,509,419,12.857,M,both,2
34031,43.6,150.4,63.1,22.9,807,491,479,391,13.093,M,left,4
34032,40,155,63.1,24.2,772,511,512,420,13.463,M,right,2
34033,36.7,150.8,60.8,24.6,772,491,490,415,13.194,M,right,2
34034,39.9,152.5,60.8,23.4,764,517,493,416,13.772,M,right,2
34035,44.6,146.8,72.3,21.6,809,487,442,391,14.487,F,right,1
34036,46.1,153.6,69.8,22.6,812,514,468,412,14.558,F,right,3
34037,55.9,149.5,77.8,23.3,794,518,469,412,14.495,F,right,3
34038,55.9,166.8,68.5,23.4,882,563,523,431,14.846,F,right,1
34039,69.1,162,77.4,22,848,577,500,426,14.835,F,right,3
34040,50.2,161.4,71.5,23.7,830,549,493,414,16.838,F,left,1
34041,66.2,165,81.4,23.5,851,564,511,435,14.41,F,right,3
34042,47.2,162,67.3,23.2,865,516,483,416,14.975,F,right,2
34043,53.3,162.6,68.9,23.4,873,560,495,431,14.52,F,right,2
34044,48.5,161.5,66.8,22.8,855,521,496,419,15.287,F,right,2
34045,60,165.8,73.9,24.5,854,574,525,440,15.246,F,right,3
34046,48.6,157.3,64.4,23.1,841,521,490,401,15.591,F,right,6
34047,59.2,164.3,72,22.9,877,572,515,427,15.652,F,right,2
34048,58.9,157.9,78.1,22.8,824,531,492,417,14.63,F,right,5
34049,63.1,173.8,71.1,27,915,555,546,475,15.473,M,right,3
34050,71.2,184.4,72.6,28.4,958,620,588,511,16.265,M,right,2
34051,64.5,176.4,79.8,27,902,586,582,481,15.065,M,left,3
34052,56.2,165.1,70.5,26.4,856,565,520,470,15.336,M,left,4
34053,57.3,170.2,66.1,24.5,896,557,530,438,14.81,M,right,6
34054,67.8,176.3,77,27.2,914,586,569,475,16.191,M,right,2
34055,69.6,180.7,75.3,25.8,939,610,577,492,15.887,M,right,1
34056,72.2,177.1,76.5,25.9,937,590,569,469,16.093,M,right,7
34057,63.3,173.8,70,27.2,888,578,570,481,17.739,M,right,1
34058,83.7,188.4,80.4,29.8,979,617,609,520,18.243,M,right,5
34059,71.9,182,79.7,26.8,958,590,555,494,16.745,M,right,3
34060,64.9,171.1,75.1,25.2,906,570,542,456,16.854,M,right,5
34061,77.5,174.9,83.4,28,929,558,558,495,17.284,M,right,1
34062,56.7,163.5,69.9,23.9,878,528,485,420,17.813,F,right,4
34063,54.9,161.9,67.8,23.9,859,549,493,426,17.397,F,right,1
34064,51.3,166.2,65.5,25.3,885,542,509,437,16.682,F,right,1
34065,47.6,166.5,67.9,23,885,542,480,430,17.43,F,right,4
34066,53.6,161.2,72.9,22.9,842,552,504,425,17.794,F,right,1
34067,53.7,165.2,67.3,23.6,891,558,491,420,18.079,F,right,5
34068,45.7,149.9,67.3,20.8,808,494,444,372,18.115,F,right,3
34069,73,181.3,82.3,25.9,930,618,565,463,17.641,F,right,1
34070,57.5,165.3,75.7,23.3,858,558,512,435,17.841,F,left,1
34071,56.9,163.6,73.6,24.2,863,560,500,438,17.572,F,left,4
34072,56.7,164.2,65.8,23.1,838,569,524,434,17.101,F,right,2
34073,49,157.2,65,22.9,800,548,492,425,17.416,F,right,1
34074,64,177,76.1,27.2,906,607,559,461,17.775,F,right,11
34075,49,158.7,68.1,24.6,855,519,474,432,14.726,F,both,4
34076,59.6,163.4,75.5,23.8,875,528,502,430,14.857,F,right,2
34077,49.7,157.7,71.8,21.9,807,556,494,443,18.569,F,right,5
34078,55.1,160.5,77.4,23.7,845,533,495,429,17.917,F,right,4
35001,30.9,138.9,62,21.3,722,469,426,357,9.717,F,right,3
35002,30.9,133.1,61.9,20.2,719,444,413,352,10.684,F,left,3
35003,29.8,132.7,59.9,19.9,680,440,416,347,8.72,F,right,1
35004,23.8,126.4,52.5,19.6,664,419,398,333,9.29,F,right,1
35005,24.4,126.3,53.5,19.8,659,419,383,336,8.821,F,right,5
35006,38,133.2,56.7,19.7,680,447,424,360,9.761,F,right,1
35007,32.7,132.2,64.4,20.7,705,428,406,330,8.558,F,right,1
35008,22,121.2,50.1,18,651,399,367,311,8.978,F,right,2
35009,28.3,133.7,57.3,20,717,439,428,352,9.767,M,right,10
35010,24.1,126.1,55.1,20.2,665,401,403,336,8.756,M,right,2
35011,29.4,136.5,56.5,20.4,747,421,411,357,7.819,M,right,5
35012,27.1,131.3,55.8,20.2,717,427,406,346,7.342,M,both,1
35013,18.9,113.5,50.2,17.3,618,372,358,305,6.257,M,right,1
35014,21.1,119.5,47.9,17.4,659,373,369,306,6.509,M,right,2
35015,32.6,134.5,58.9,20.8,725,450,436,357,8.23,M,right,2
35016,23.3,126.9,53.7,18.8,689,405,398,333,9.756,M,right,4
35017,22.9,123.1,50.1,19.5,674,380,381,325,7.134,M,right,1
35018,17.9,112.7,46.3,17.2,640,337,343,304,6.002,M,right,2
35019,16.9,107.6,50.3,16.8,592,350,343,288,5.717,M,right,3
35020,24.9,124.4,54.8,20.6,670,391,406,331,5.969,M,right,4
35021,20.7,111.9,58.2,17.5,611,363,353,311,5.495,M,right,2
35022,22.4,121.2,52.9,18.6,654,378,382,313,7.175,M,left,4
35023,23.7,120.2,54.7,18.2,674,380,366,320,5.786,F,right,1
35024,18,108.7,50.3,16.2,618,337,312,279,5.536,F,left,1
35025,18.9,112.7,52.4,17,614,351,330,292,5.673,F,right,2
35026,19.4,114.5,48.7,17.3,647,350,339,293,5.583,F,right,1
35027,23,122.3,54.1,19.2,671,391,353,321,7.805,F,left,6
35028,20.1,111.3,53.7,16.9,601,358,346,293,6.309,F,right,2
35029,21.9,118.4,52.7,18.6,656,375,359,299,6.389,F,right,2
35030,20.6,114.9,52,17.4,642,367,356,299,6.745,F,right,4
35031,26,130.6,54.1,20.4,683,435,406,348,8.019,F,right,1
35032,22.5,124.8,53.3,19.3,673,387,378,323,8.126,F,right,1
35033,21.3,118.3,53.6,17.8,648,380,364,307,7.263,F,right,3
35034,22.7,123.4,52,18.6,651,404,377,319,7.199,F,right,1
35035,28.9,127.4,58,19.6,681,422,385,331,7.353,F,right,3
35036,20.5,120.7,51.3,19.6,622,398,385,316,8.013,F,right,2
35037,20,113.7,50.4,18.7,636,352,340,310,6.852,F,left,1
35038,21.2,114.6,53.1,17.1,655,350,356,294,5.854,F,left,2
35039,30,136.1,59.1,22,700,441,440,365,8.863,F,right,8
35040,26.8,128.4,52.8,19,679,423,394,333,8.884,F,right,1
35041,32.9,144.2,57.8,21.4,738,491,456,386,11.821,F,right,3
35042,44.5,143.3,73.5,23.2,755,490,445,378,10.808,F,right,1
35043,33.8,141.5,56.7,22,740,472,429,363,11.534,F,right,4
35044,27,135.7,51.7,21.5,725,440,421,345,9.43,F,right,2
35045,36.9,146.6,58.8,22.8,777,479,468,398,11.61,F,right,1
35046,23.3,117.6,58.9,18.2,672,379,369,307,5.739,F,right,1
35047,26.6,136.9,55,21.7,700,449,443,366,9.517,F,right,1
35048,29.2,139.5,56.2,21.4,741,454,426,371,9.01,F,right,1
35049,22.6,119.9,57.5,18,628,391,371,315,6.61,F,left,1
35050,22.2,122.4,54.5,19,657,397,379,314,7.468,F,right,1
35051,24.1,127.4,54.2,19.6,685,414,386,333,8.298,F,right,4
35052,22.4,121.7,54.6,18.3,660,394,371,313,8.273,F,right,3
35053,24.4,123.3,55.7,19.3,659,389,386,318,8.068,F,right,1
35054,25.2,121.8,53.3,20,664,397,386,320,8.394,F,right,1
35055,32.4,133.1,59.6,21.2,705,451,426,361,10.783,M,right,3
35056,26.2,126,56.1,19.7,705,395,379,331,9.043,M,left,1
35057,45.1,154.9,68,23.9,795,531,507,412,11.734,M,right,2
35058,40.6,154.6,62.3,24.3,796,526,505,415,11.873,M,right,2
